0.0009887218475341797,3726,1244
0.10126233100891113,3726,1244
0.20203852653503418,3726,1244
0.3025214672088623,3726,1244
0.403336763381958,3726,1244
0.5036821365356445,3726,1244
0.6039621829986572,3726,1244
0.7043285369873047,3726,1244
0.8050811290740967,3726,1244
0.9058346748352051,3726,1244
1.0063316822052002,3726,1244
1.1068756580352783,3726,1244
1.207336664199829,3726,1244
1.308058261871338,3726,1244
1.4085066318511963,3726,1244
1.5089051723480225,3726,1244
1.610044240951538,3726,1244
1.7104520797729492,3726,1244
1.8105523586273193,3726,1244
1.911036729812622,3726,1244
2.011348247528076,3726,1244
2.1115801334381104,3726,1244
2.2121684551239014,1818,521
2.312520980834961,1103,0
2.412720203399658,908,0
2.5129854679107666,807,0
2.613311767578125,634,4
2.71378493309021,800,78
2.814523458480835,1089,9
2.914937973022461,1114,0
3.0151991844177246,1209,1
3.1156866550445557,1257,8
3.216533899307251,1310,21
3.31681489944458,1362,34
3.4173214435577393,1386,30
3.5179388523101807,1427,22
3.618229389190674,1436,22
3.7185585498809814,1442,22
3.819042205810547,1442,22
3.919755220413208,1442,22
4.020174503326416,1442,22
4.120421648025513,1442,22
4.220670938491821,1442,22
4.321112871170044,1442,22
4.421693325042725,1442,22
4.522272825241089,1442,22
4.622999668121338,1442,22
4.7234039306640625,1442,22
4.823930263519287,1437,33
4.924356460571289,1405,79
5.024900674819946,1465,114
5.125387668609619,1471,117
5.225617170333862,1513,93
5.325862884521484,1530,87
5.426381349563599,1535,91
5.526707410812378,1535,91
5.627056360244751,1541,88
5.727630853652954,1556,76
5.828187465667725,1613,41
5.928865671157837,1618,22
6.029331207275391,1618,22
6.129964351654053,1618,22
6.230224609375,1618,22
6.330794811248779,1618,22
6.431360483169556,1618,22
6.531938791275024,1618,22
6.6325294971466064,1618,22
6.734743595123291,1618,22
6.83512544631958,1618,22
6.935371398925781,1618,22
7.035719633102417,1618,22
7.135940074920654,1618,22
7.236346244812012,1618,22
7.336646318435669,1618,22
7.437059640884399,1618,22
7.537325382232666,1618,22
7.637836456298828,1618,22
7.7383434772491455,1618,22
7.838902235031128,1618,22
7.939314126968384,1618,22
8.03974723815918,1618,22
8.139939785003662,1474,44
8.240347146987915,1235,47
8.340618371963501,1055,53
8.440981149673462,980,43
8.541733026504517,937,56
8.642408847808838,930,62
8.742579460144043,930,62
8.842915534973145,930,62
8.943373441696167,930,62
9.044213056564331,930,62
9.145238637924194,930,62
9.246140718460083,930,62
9.346733570098877,930,62
9.447235822677612,930,62
9.547661304473877,930,62
9.647824048995972,930,62
9.748307228088379,930,62
9.848711490631104,930,62
9.949219465255737,930,62
10.04975152015686,930,62
10.150192975997925,930,62
10.25058102607727,930,62
10.350993394851685,930,62
10.451112985610962,930,62
10.551687002182007,930,62
10.65226435661316,930,62
10.752499103546143,930,62
10.853060722351074,930,62
10.95366644859314,930,62
11.053948163986206,930,62
11.154314279556274,930,62
11.254925012588501,930,62
11.355610609054565,930,62
11.4559326171875,930,62
11.55641484260559,930,62
11.656951427459717,930,62
11.757258892059326,930,62
11.857356309890747,930,62
11.957788944244385,930,62
12.058342218399048,930,62
12.158869743347168,930,62
12.25917911529541,930,62
12.359727382659912,930,62
12.460205554962158,930,62
12.560674667358398,930,62
12.661019086837769,930,62
12.761404514312744,930,62
12.86187195777893,945,157
12.962780714035034,908,269
13.063090801239014,739,245
13.163755893707275,478,221
13.2642982006073,488,209
13.36472463607788,542,221
13.465528964996338,622,237
13.565951585769653,738,409
13.666746616363525,792,867
13.76708698272705,905,1050
13.867615461349487,1023,1032
13.967811584472656,1127,1034
14.068202257156372,1165,1107
14.168428182601929,1178,1148
14.268844604492188,1172,1159
14.369032621383667,1202,1165
14.469665765762329,1204,1165
14.570132732391357,1204,1165
14.670478343963623,1215,1165
14.770830392837524,1223,1165
14.8713219165802,1223,1165
14.971772193908691,1223,1165
15.072360038757324,1223,1165
15.172898769378662,1223,1165
15.273325443267822,1223,1165
15.37363600730896,1232,1149
15.474325895309448,1243,958
15.574486017227173,1103,743
15.67474627494812,818,699
15.77529239654541,611,660
15.875855207443237,481,553
15.976691484451294,427,505
16.077110290527344,401,454
16.17740273475647,382,412
16.27804183959961,368,375
16.378323554992676,363,357
16.479362964630127,363,357
16.57958221435547,363,357
16.680493354797363,363,357
16.781034231185913,363,357
16.88156008720398,363,357
16.982102870941162,363,357
17.08260726928711,363,357
17.183078289031982,363,357
17.28403949737549,363,357
17.38445281982422,363,357
17.48485040664673,363,357
17.58578062057495,363,357
17.686192750930786,363,357
17.78651714324951,363,357
17.887131929397583,363,357
17.987858295440674,363,357
18.088115215301514,363,357
18.1884982585907,363,357
18.288843631744385,363,357
18.389676332473755,363,357
18.49010419845581,363,357
18.59054660797119,363,357
18.6910343170166,363,357
18.791579246520996,363,357
18.89245629310608,363,357
18.992838144302368,363,357
19.093193292617798,363,357
19.193684101104736,363,357
19.294185161590576,363,357
19.394601821899414,363,357
19.494887590408325,363,357
19.595419883728027,363,357
19.695844650268555,363,357
19.796388387680054,363,357
19.896814584732056,363,357
19.997371912002563,363,357
